ADDRESS,CITY,ZIP CODE,PHONE NUMBER,GEOMETRY,Apartment Complex Name
"11070 MEAD RD, BLDG 12",BATON ROUGE,70816,,POINT (-91.058993940518 30.425031161543),WILLOWBEND LAKES APARTMENTS
11408 BARD AVE,BATON ROUGE,70815,,POINT (-91.056967457379 30.467776861417),PARK PLACE ON BARD APARTMENTS
10861 ALCO AVE,BATON ROUGE,70816,,POINT (-91.059282921427 30.410370186913),SOUTHPARK APARTMENTS VIII 2
"4915 ALVIN DARK AVE, BLDG 1505",BATON ROUGE,70820,,POINT (-91.180029461648 30.390042775109),SHARLO TERRACE APARTMENTS 1
11372 BARD AVE,BATON ROUGE,70815,,POINT (-91.057355648994 30.467438996577),PARK PLACE ON BARD APARTMENTS
"5235 FLORIDA BLVD, STE C",BATON ROUGE,70806,,POINT (-91.136194555466 30.451586416872),PATIO HOUSE II APARTMENTS
11420 BARD AVE,BATON ROUGE,70815,,POINT (-91.05696438901 30.467541395225),PARK PLACE ON BARD APARTMENTS
7322 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.1050786428 30.419203994797),MAISON BOCAGE APARTMENTS AND TOWNHOMES
"12400 JEFFERSON HWY, BLDG 20",BATON ROUGE,70816,,POINT (-91.042986445808 30.392095601465),JEFFERSON LAKES APARTMENTS
10707 INDUSTRIPLEX BLVD,BATON ROUGE,70809,,POINT (-91.065984255743 30.391498866573),THE HIDDEN OAKS AT SIEGEN APARTMENTS
"3002 MASON AVE, BLDG 112",BATON ROUGE,70805,,POINT (-91.160262231234 30.505949558742),MONTE SANO VILLAGE APARTMENTS
373 WEST DR,BATON ROUGE,70806,,POINT (-91.151435935518 30.445582254758),CHALET WEST APARTMENTS 1
420 STEELE BLVD,BATON ROUGE,70806,,POINT (-91.151120081356 30.445036748026),LYNN APARTMENTS 2
10707 INDUSTRIPLEX BLVD,BATON ROUGE,70809,,POINT (-91.065984255743 30.391498866573),THE HIDDEN OAKS AT SIEGEN APARTMENTS
12134 DOVERWOOD DR,BATON ROUGE,70807,,POINT (-91.172555157698 30.556780540914),VILLAGE GREEN APARTMENTS 4
770 MONET DR,BATON ROUGE,70806,,POINT (-91.11701883113 30.456773206283),PINEWOOD APARTMENTS
6778 FORD ST,BATON ROUGE,70811,,POINT (-91.123084803705 30.519719118658),FORD STREET PLACE APARTMENTS
7923 BLES AVE,BATON ROUGE,70810,,POINT (-91.107294327336 30.391746483634),APARTMENTS
1331 N SHERWOOD FOREST DR,BATON ROUGE,70815,,POINT (-91.058545494942 30.463060002654),TOWNE OAKS APARTMENTS
12839 COUNTRY RIDGE AVE,BATON ROUGE,70816,,POINT (-91.038316932073 30.402983298874),SOUTH SHERWOOD OAKS APARTMENTS
1201 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140254969074 30.459282385752),PROVINCIAL & THE CRILLON APARTMENTS
1301 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.14038145465 30.46060666954),PROVINCIAL NORTH APARTMENTS
1375 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140154110403 30.460155793936),PROVINCIAL NORTH APARTMENTS
2508 HOLLYWOOD ST,BATON ROUGE,70805,,POINT (-91.165571818354 30.499023696547),HOLLYWOOD APARTMENTS 08
"3002 MASON AVE, BLDG 132",BATON ROUGE,70805,,POINT (-91.160847842384 30.506209957068),MONTE SANO VILLAGE APARTMENTS
4500 SHERWOOD COMMON BLVD,BATON ROUGE,70816,,POINT (-91.057516240177 30.409716168803),SHERWOOD PLACE APARTMENTS
10340 CELTIC DR,BATON ROUGE,70809,,POINT (-91.076453183068 30.414463833935),CYPRESS PARK APARTMENTS
1629 COLLEGE DR,BATON ROUGE,70808,,POINT (-91.134344535564 30.434344911896),OLE TOWNE APARTMENTS
12727 COURSEY BLVD,BATON ROUGE,70816,,POINT (-91.037097858761 30.411394066407),SHERWOOD ACRES APARTMENTS
744 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153633151976 30.44087290432),THE VILLAS APARTMENTS
9253 GREAT SMOKY AVE,BATON ROUGE,70814,,POINT (-91.085187150568 30.476327085175),APARTMENTS
6112 N FOSTER DR,BATON ROUGE,70805,,POINT (-91.140752017917 30.505607272028),APARTMENTS
1185 AMERICANA BLVD,ZACHARY,70791,,POINT (-91.212374573338 30.651001313488),THE VILLAGES OF AMERICANA APARTMENTS
13675 COURSEY BLVD,BATON ROUGE,70817,,POINT (-91.025439084733 30.410515705743),DEVONSHIRE APARTMENTS
7615 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.105843843766 30.420669639247),MAISON BOCAGE APARTMENTS AND TOWNHOMES
10202 PERKINS ROWE,BATON ROUGE,70810,,POINT (-91.092331958437 30.378328260413),TERRACES AT PERKINS ROWE APARTMENTS
901 SAINT ROSE AVE,BATON ROUGE,70806,,POINT (-91.16213063632 30.440423732299),DREHR PLACE APARTMENTS
"5010 MANCUSO LN, BLDG 3",BATON ROUGE,70809,,POINT (-91.103886559036 30.398202112597),CITISCAPE APARTMENTS
6645 HARRY DR,BATON ROUGE,70806,,POINT (-91.12256122323 30.45746740112),MONET COURT APARTMENTS
2720 ALASKA ST,BATON ROUGE,70802,,POINT (-91.184618515523 30.422731664387),UNIVERSITY GARDENS APARTMENTS 2
10446 JEFFERSON HWY,BATON ROUGE,70809,,POINT (-91.066693424224 30.408171979425),NESSER GARDENS APARTMENTS
10526 N OAK HILLS PKWY,BATON ROUGE,70810,,POINT (-91.103783107283 30.369531930659),APARTMENTS
11564 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.055494191853 30.42064310865),COTTAGES AT SOUTHFORK APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 4",BATON ROUGE,70820,,POINT (-91.181284372344 30.388917308352),RETREAT AT BRIGHTSIDE APARTMENTS
7864 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.103374505144 30.420210739119),MAISON BOCAGE APARTMENTS AND TOWNHOMES
1383 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140004885735 30.46015747659),PROVINCIAL NORTH APARTMENTS
10390 JEFFERSON HWY,BATON ROUGE,70809,,POINT (-91.068063951812 30.407911464965),JEFFERSON ARMS APARTMENTS
11541 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.055790018462 30.42101322513),COTTAGES AT SOUTHFORK APARTMENTS
7111 VILLAGE CHARMANT DR,BATON ROUGE,70809,,POINT (-91.053277171231 30.378333745168),APARTMENTS
788 N DONMOOR AVE,BATON ROUGE,70806,,POINT (-91.118220925741 30.456855714153),JAMESTOWN APARTMENTS
1393 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.139824924856 30.460166718617),PROVINCIAL NORTH APARTMENTS
5168 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136452108793 30.440746447428),PATRICIAN APARTMENTS
11392 BARD AVE,BATON ROUGE,70815,,POINT (-91.057228689508 30.467567751017),PARK PLACE ON BARD APARTMENTS
7605 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.106167733934 30.420405877406),MAISON BOCAGE APARTMENTS AND TOWNHOMES
"12400 JEFFERSON HWY, BLDG 17",BATON ROUGE,70816,,POINT (-91.042668157384 30.392905565221),JEFFERSON LAKES APARTMENTS
"12400 JEFFERSON HWY, BLDG 26",BATON ROUGE,70816,,POINT (-91.044900980109 30.392072405466),JEFFERSON LAKES APARTMENTS
749 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153145992985 30.440794512731),THE VILLAS APARTMENTS
1331 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.139969479043 30.460309507677),PROVINCIAL NORTH APARTMENTS
11443 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.05656445597 30.419476698317),COTTAGES AT SOUTHFORK APARTMENTS
4040 BURBANK DR,BATON ROUGE,70808,,POINT (-91.178716805719 30.40251494586),EL CID II APARTMENTS
3779 EATON ST,BATON ROUGE,70805,,POINT (-91.14724834854 30.48341030878),FAIRWOOD APARTMENTS 1
12400 JEFFERSON HWY,BATON ROUGE,70816,,POINT (-91.045646816744 30.39416094),JEFFERSON LAKES APARTMENTS
5750 FLORIDA BLVD,BATON ROUGE,70806,,POINT (-91.130786380338 30.45022583243),RIVER PINES APARTMENTS
4000 MC HUGH RD,ZACHARY,70791,,POINT (-91.138684737373 30.64323951282),THE COTTAGES AT BLUE HERON LAKES APARTMENTS
11410 BARD AVE,BATON ROUGE,70815,,POINT (-91.056967560657 30.467739768283),PARK PLACE ON BARD APARTMENTS
4540 CROWN AVE,BATON ROUGE,70811,,POINT (-91.146627971563 30.5137498803),RAMESIS COURT APARTMENTS
6929 COMMERCE CIR,BATON ROUGE,70809,,POINT (-91.120552926451 30.42855769076),THE ENCLAVE AT CEDAR LODGE APARTMENTS
1391 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.139862234066 30.460164872518),PROVINCIAL NORTH APARTMENTS
11382 BARD AVE,BATON ROUGE,70815,,POINT (-91.057230075965 30.467738704459),PARK PLACE ON BARD APARTMENTS
1387 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.139936844035 30.460164981627),PROVINCIAL NORTH APARTMENTS
11352 BARD AVE,BATON ROUGE,70815,,POINT (-91.057358260926 30.467838961613),PARK PLACE ON BARD APARTMENTS
383 WEST DR,BATON ROUGE,70806,,POINT (-91.151434755832 30.445460681622),CHALET WEST APARTMENTS 2
3638 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.05636061728 30.420198483171),COTTAGES AT SOUTHFORK APARTMENTS
"9989 BURBANK DR, BLDG H",BATON ROUGE,70810,,POINT (-91.115031418729 30.358602587445),THE ARTS APARTMENTS AT BLUEBONNET PLACE
3653 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.055915803873 30.41999079205),COTTAGES AT SOUTHFORK APARTMENTS
11510 SOUTHFORK AVE,BATON ROUGE,70816,,POINT (-91.055555890818 30.419986169145),COTTAGES AT SOUTHFORK APARTMENTS
7936 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.103109398869 30.421426143107),MAISON BOCAGE APARTMENTS AND TOWNHOMES
3015 WYOMING ST,BATON ROUGE,70802,,POINT (-91.188285174606 30.42069395597),APARTMENTS
12901 JEFFERSON HWY,BATON ROUGE,70817,,POINT (-91.038150422886 30.394048971304),LIVE OAK APARTMENTS
3630 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.056360321479 30.420267221655),COTTAGES AT SOUTHFORK APARTMENTS
1136 W CHIMES ST,BATON ROUGE,70802,,POINT (-91.190110982683 30.419167967626),WEST CHIMES PLACE APARTMENTS
"12400 JEFFERSON HWY, BLDG 18",BATON ROUGE,70816,,POINT (-91.042991323378 30.392588582838),JEFFERSON LAKES APARTMENTS
644 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.154436522912 30.442116449506),THE VILLAS APARTMENTS
5016 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.137391752718 30.441259566657),PATRICIAN APARTMENTS
8008 BLUEBONNET BLVD,BATON ROUGE,70810,,POINT (-91.100438831682 30.378291042581),THE PARK ON BLUEBONNET APARTMENTS
14150 GRAND SETTLEMENT BLVD,CENTRAL,70818,,POINT (-91.031738792496 30.540271239327),THE RESERVE AT SHOE CREEK APARTMENTS
4262 JANET AVE,BATON ROUGE,70808,,POINT (-91.175217683305 30.401627630297),VILLAGE 12 APARTMENTS
1718 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.176713416711 30.388750777698),BRIGHTSIDE MANOR APARTMENTS
"15580 GEORGE O'NEAL RD, BLDG 6",BATON ROUGE,70817,,POINT (-91.012755452567 30.40555193624),SPRING BROOK APARTMENTS
1349 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140586142632 30.460295199608),PROVINCIAL NORTH APARTMENTS
11424 BARD AVE,BATON ROUGE,70815,,POINT (-91.056839749084 30.467505654325),PARK PLACE ON BARD APARTMENTS
"5958 CADILLAC ST, BLDG 1109",BATON ROUGE,70811,,POINT (-91.130888638619 30.517830785457),CADILLAC STREET PLACE APARTMENTS
525 LAFAYETTE ST,BATON ROUGE,70802,,POINT (-91.189713261582 30.451849138063),LAFAYETTE LUXURY APARTMENTS
1684 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.176413996719 30.388002073261),BRIGHTSIDE MANOR APARTMENTS
5067 BAKER BLVD,BAKER,70714,,POINT (-91.146799790841 30.59501773141),GREENWOOD FOREST APARTMENTS
2666 BALIS DR,BATON ROUGE,70808,,POINT (-91.142146235538 30.424360329405),APARTMENTS
8001 JEFFERSON HWY,BATON ROUGE,70809,,POINT (-91.104270040514 30.426565722843),WARWICK APARTMENTS
"11070 MEAD RD, BLDG 24",BATON ROUGE,70816,,POINT (-91.057437552079 30.420983641477),WILLOWBEND LAKES APARTMENTS
"5235 FLORIDA BLVD, STE C",BATON ROUGE,70806,,POINT (-91.136194555466 30.451586416872),PATIO HOUSE II APARTMENTS
4150 MC HUGH RD,ZACHARY,70791,,POINT (-91.136353331409 30.643436612144),THE PALMS AT SUNSET LAKES APARTMENTS
10326 CELTIC DR,BATON ROUGE,70809,,POINT (-91.074626226089 30.415233854401),CYPRESS PARK APARTMENTS
8508 GREENWELL SPRINGS RD,BATON ROUGE,70814,,POINT (-91.099095589984 30.480094793642),FOX HILL APARTMENTS
1373 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140193617315 30.460152049377),PROVINCIAL NORTH APARTMENTS
5087 BAKER BLVD,BAKER,70714,,POINT (-91.14681099289 30.595296947786),GREENWOOD FOREST APARTMENTS
249 RICHLAND AVE,BATON ROUGE,70806,,POINT (-91.147958283896 30.446736749211),RICHLAND APARTMENTS
644 MONET DR,BATON ROUGE,70806,,POINT (-91.11708052473 30.455628072681),MONET PLACE APARTMENTS
4265 MOHICAN-PRESCOTT XOVR,BATON ROUGE,70805,,POINT (-91.147050368463 30.486588319748),NEW BEGINNINGS APARTMENTS
722 S ACADIAN THWY,BATON ROUGE,70806,,POINT (-91.153085956463 30.441604615189),VILLA ROSE APARTMENTS 7
"2000 BRIGHTSIDE DR, BLDG 12",BATON ROUGE,70820,,POINT (-91.180441743313 30.389265486364),RETREAT AT BRIGHTSIDE APARTMENTS
5234 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136058405196 30.44118580399),PATRICIAN APARTMENTS
650 W MC KINLEY ST,BATON ROUGE,70802,,POINT (-91.184727110162 30.424536728215),UNIVERISTY EDGE APARTMENTS
3304 ALASKA ST,BATON ROUGE,70802,,POINT (-91.183003346856 30.418783986636),WEST CAMPUS APARTMENTS BLDG #8
1306 BOB PETTIT BLVD,BATON ROUGE,70820,,POINT (-91.181822346971 30.395660942931),VILLA FRANCHE APARTMENTS 2
6810 JEFFERSON HWY,BATON ROUGE,70806,,POINT (-91.119373074518 30.433340150888),THE MILLENNIUM TOWNE CENTER APARTMENTS
4445 ALVIN DARK AVE,BATON ROUGE,70820,,POINT (-91.178351130256 30.394738213268),TIGER PLAZA & STADIUM SQUARE APARTMENTS
11419 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.056802397822 30.41947746681),COTTAGES AT SOUTHFORK APARTMENTS
"15580 GEORGE O'NEAL RD, BLDG 4",BATON ROUGE,70817,,POINT (-91.01300639862 30.405863327135),SPRING BROOK APARTMENTS
5104 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.137028376147 30.441228926217),PATRICIAN APARTMENTS
2508 GATES CIR,BATON ROUGE,70809,,POINT (-91.124426670225 30.422367577566),GATES AT CITIPLACE APARTMENTS
12074 NEWCASTLE AVE,BATON ROUGE,70816,,POINT (-91.047318840155 30.420120831069),AFTON OAKS APARTMENT HOMES
12625 COURSEY BLVD,BATON ROUGE,70816,,POINT (-91.037979183127 30.411549607446),SHERWOOD ACRES APARTMENTS
"3002 MASON AVE, BLDG 103",BATON ROUGE,70805,,POINT (-91.160032522048 30.506760611946),MONTE SANO VILLAGE APARTMENTS
622 S ACADIAN THWY,BATON ROUGE,70806,,POINT (-91.153540693303 30.44253090806),THE VILLAS APARTMENTS
7543 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.10663266411 30.419814601329),MAISON BOCAGE APARTMENTS AND TOWNHOMES
8820 GREENWELL SPRINGS RD,BATON ROUGE,70814,,POINT (-91.093757778881 30.481310876279),MAGNOLIA GARDENS APARTMENTS
"12400 JEFFERSON HWY, BLDG 19",BATON ROUGE,70816,,POINT (-91.04342223515 30.392156809846),JEFFERSON LAKES APARTMENTS
11390 BARD AVE,BATON ROUGE,70815,,POINT (-91.057228599788 30.467600005447),PARK PLACE ON BARD APARTMENTS
"5261 HIGHLAND RD, STE 169",BATON ROUGE,70808,,POINT (-91.160023745791 30.395379261772),HOLLY APARTMENTS
713 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153469339438 30.441444168032),THE VILLAS APARTMENTS
823 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.128882367 30.457106497886),DRAKES LANDING APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1503",BATON ROUGE,70820,,POINT (-91.180538479 30.39010074037),SHARLO TERRACE APARTMENTS 1
1747 N HARCO DR,BATON ROUGE,70815,,POINT (-91.04224652561 30.469195650145),CHERRY CREEK APARTMENTS
"12400 JEFFERSON HWY, BLDG 16",BATON ROUGE,70816,,POINT (-91.042321576788 30.392587110004),JEFFERSON LAKES APARTMENTS
4201 GROOM RD,BAKER,70714,,POINT (-91.154715644956 30.588014951879),REDBUD APARTMENTS
3056 CONVENTION ST,BATON ROUGE,70806,,POINT (-91.157145499502 30.448953699654),APARTMENTS
11959 NICHOLSON DR,BATON ROUGE,70810,,POINT (-91.138551815543 30.344278613718),INDIGO PARK APARTMENTS
3323 CAROL DR,BATON ROUGE,70806,,POINT (-91.154574945835 30.442984981376),THE VILLAS APARTMENTS
10633 GLENSTONE CT,BATON ROUGE,70810,,POINT (-91.102865881785 30.366599624243),BLUBONNET RIDGE APARTMENTS
11850 WENTLING AVE,BATON ROUGE,70816,,POINT (-91.049446249418 30.401005360042),HIDDEN POINTE APARTMENT COMPLEX
3256 NICHOLSON DR,BATON ROUGE,70802,,POINT (-91.187716054264 30.419236334114),APARTMENTS
5605 MACBETH DR,BATON ROUGE,70817,,POINT (-91.019254804908 30.402218484301),APARTMENTS
1269 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140897622181 30.460362188465),PROVINCIAL NORTH APARTMENTS
1239 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140850302837 30.459867852174),PROVINCIAL NORTH APARTMENTS
7837 BLES AVE,BATON ROUGE,70810,,POINT (-91.107775951244 30.392000679366),APARTMENTS
11508 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.05608187125 30.420645063939),COTTAGES AT SOUTHFORK APARTMENTS
3534 MARIE DR,BATON ROUGE,70806,,POINT (-91.15300239946 30.440283936575),THE VILLAS APARTMENTS
11555 SOUTHFORK AVE,BATON ROUGE,70816,,POINT (-91.056390189878 30.421691814325),REGENCY CLUB APARTMENTS
11548 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.055653550228 30.420643623841),COTTAGES AT SOUTHFORK APARTMENTS
11587 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.055098709398 30.419471907994),COTTAGES AT SOUTHFORK APARTMENTS
2001 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,,POINT (-91.055923126159 30.434183187516),CANTERBURY HOUSE APARTMENTS
900 N 19TH ST,BATON ROUGE,70802,,POINT (-91.169308249121 30.456777642293),SCOTT SCHOOL APARTMENTS
11959 NICHOLSON DR,BATON ROUGE,70810,,POINT (-91.138551815543 30.344278613718),INDIGO PARK APARTMENTS
7612 BLES AVE,BATON ROUGE,70810,,POINT (-91.10990391553 30.392500150221),APARTMENTS
5522 CORPORATE BLVD,BATON ROUGE,70808,,POINT (-91.133044850915 30.424652766912),CLOVERLEAF SUITES APARTMENTS
2245 COLLEGE DR,BATON ROUGE,70808,,POINT (-91.133714978311 30.428106144009),FAIRWAY VIEW APARTMENTS
5607 MACBETH DR,BATON ROUGE,70817,,POINT (-91.019498939385 30.402266259827),APARTMENTS
910 BEN HUR RD,BATON ROUGE,70820,,POINT (-91.166030545912 30.387491994401),REDPOINT BATON ROUGE APARTMENTS
8391 SIEGEN LN,BATON ROUGE,70810,,POINT (-91.070464823544 30.372568510749),SIEGEN CALAIS APARTMENTS
3385 ALASKA ST,BATON ROUGE,70802,,POINT (-91.182675753698 30.417936990162),WEST CAMPUS APARTMENTS OUTDR PAVILION #1
5075 NICHOLSON DR,BATON ROUGE,70820,,POINT (-91.171792774872 30.391054727878),OAKBROOK APARTMENTS
15959 TIGER BEND RD,BATON ROUGE,70817,,POINT (-91.007870110681 30.391546803812),SHENANDOAH BEND APARTMENTS
"12400 JEFFERSON HWY, BLDG 29",BATON ROUGE,70816,,POINT (-91.044810773414 30.392674728759),JEFFERSON LAKES APARTMENTS
5141 BAKER BLVD,BAKER,70714,,POINT (-91.146039413394 30.59423710533),GREENWOOD FOREST APARTMENTS
6635 HARRY DR,BATON ROUGE,70806,,POINT (-91.122915151987 30.457211748532),BON CARRE COURT APARTMENTS
3235 WYOMING ST,BATON ROUGE,70802,,POINT (-91.188221158411 30.419394433406),APARTMENTS
4221 FORD ST,BATON ROUGE,70807,,POINT (-91.149297691995 30.519776147992),THE RESERVE AT HOWELL PLACE APARTMENTS
8210 VILLAGE PLAZA CT,BATON ROUGE,70810,,POINT (-91.08824156229 30.374121375933),APARTMENTS
"1678 BRIGHTSIDE DR, STE B",BATON ROUGE,70820,,POINT (-91.176420130859 30.388198955379),BRIGHTSIDE MANOR APARTMENTS
11428 BARD AVE,BATON ROUGE,70815,,POINT (-91.056841389892 30.467584682289),PARK PLACE ON BARD APARTMENTS
4229 FORD ST,BATON ROUGE,70807,,POINT (-91.14823236771 30.519650089725),THE RESERVE AT HOWELL PLACE APARTMENTS
6929 COMMERCE CIR,BATON ROUGE,70809,,POINT (-91.120552926451 30.42855769076),THE ENCLAVE AT CEDAR LODGE APARTMENTS
3476 N SHERWOOD FOREST DR,BATON ROUGE,70814,,POINT (-91.057697886627 30.483163534453),PARK FOREST EAST APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 19",BATON ROUGE,70820,,POINT (-91.17986722168 30.388425128045),RETREAT AT BRIGHTSIDE APARTMENTS
7312 TOWN SOUTH AVE,BATON ROUGE,70808,,POINT (-91.114751611845 30.391556832367),APARTMENTS
262 W STATE ST,BATON ROUGE,70802,,POINT (-91.179100194289 30.418807227577),VENUE AT NORTHGATE APARTMENTS
5116 HIGHLAND RD,BATON ROUGE,70808,,POINT (-91.163569935899 30.396090420384),HUBBS APARTMENTS
"11070 MEAD RD, BLDG 2",BATON ROUGE,70816,,POINT (-91.058272105357 30.427934650555),WILLOWBEND LAKES APARTMENTS
11320 GREENWELL SPRINGS RD,BATON ROUGE,70814,,POINT (-91.05611007571 30.49313007739),MALLARD CROSSING APARTMENTS
11430 BARD AVE,BATON ROUGE,70815,,POINT (-91.056839403173 30.467629834239),PARK PLACE ON BARD APARTMENTS
3456 VILLA ROSE DR,BATON ROUGE,70806,,POINT (-91.153217283096 30.441573296155),THE VILLAS APARTMENTS
9121 GREAT SMOKY AVE,BATON ROUGE,70814,,POINT (-91.086818652164 30.476365398251),APARTMENTS
13980 FLORIDA BLVD,BATON ROUGE,70819,,POINT (-91.030586857858 30.46249638952),FLORIDA EAST APARTMENTS
5132 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136459327363 30.441149353868),PATRICIAN APARTMENTS
16441 S HARRELL'S FERRY RD,BATON ROUGE,70816,,POINT (-91.003063674574 30.428483471539),RESERVE AT WHITE OAK APARTMENTS
1953 SPARTA AVE,BATON ROUGE,70807,,POINT (-91.173182814396 30.556406043743),VILLAGE GREEN APARTMENTS 19
10009 AVENUE H,BATON ROUGE,70807,,POINT (-91.197316123753 30.535478082501),CRESTWORTH PLACE APARTMENTS
4282 MOHICAN-PRESCOTT XOVR,BATON ROUGE,70805,,POINT (-91.146645220649 30.4860813424),NEW BEGINNINGS APARTMENTS
3222 NICHOLSON DR,BATON ROUGE,70802,,POINT (-91.187692493824 30.419414004729),WEST CHIMES PLACE APARTMENTS
801 SWAN AVE,BATON ROUGE,70807,,POINT (-91.185327767221 30.524639421986),CLARKSDALE APARTMENTS (EBRPHA)
3646 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.056360913081 30.420129744687),COTTAGES AT SOUTHFORK APARTMENTS
2524 GATES CIR,BATON ROUGE,70809,,POINT (-91.122343066983 30.423152403785),GATES AT CITIPLACE APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 24",BATON ROUGE,70820,,POINT (-91.179768882104 30.389599429141),RETREAT AT BRIGHTSIDE APARTMENTS
"3002 MASON AVE, BLDG 137",BATON ROUGE,70805,,POINT (-91.1609114179 30.506879775129),MONTE SANO VILLAGE APARTMENTS
669 MONET DR,BATON ROUGE,70806,,POINT (-91.117797802094 30.455871211392),BOSLEY PLACE MONET 3 APARTMENTS
10324 CELTIC DR,BATON ROUGE,70809,,POINT (-91.074322890646 30.415426656623),CYPRESS PARK APARTMENTS
11525 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.055974046404 30.421013791714),COTTAGES AT SOUTHFORK APARTMENTS
6747 RENOIR AVE,BATON ROUGE,70806,,POINT (-91.121998777896 30.461223421481),MELROSE II APARTMENTS
4546 ALVIN DARK AVE,BATON ROUGE,70820,,POINT (-91.181393952208 30.393965815475),PIED PIPER APARTMENTS
625 CONVENTION ST,BATON ROUGE,70801,,POINT (-91.184464364186 30.448656865985),THE HERON DOWNTOWN APARTMENTS
11364 BARD AVE,BATON ROUGE,70815,,POINT (-91.057355196112 30.467601882533),PARK PLACE ON BARD APARTMENTS
7150 MICKENS RD,BATON ROUGE,70811,,POINT (-91.119243285988 30.51729032867),MICKENS PLACE APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 20",BATON ROUGE,70820,,POINT (-91.179789882752 30.388932893688),RETREAT AT BRIGHTSIDE APARTMENTS
5459 ESSEN LN,BATON ROUGE,70809,,POINT (-91.103956208866 30.397586030172),SILVERSIDE PLANTATION APARTMENTS
"6444 JONES CREEK RD, BLDG 13",BATON ROUGE,70817,,POINT (-91.020629769058 30.392826063947),IVY PARK APARTMENTS
3332 CAROL DR,BATON ROUGE,70806,,POINT (-91.15413561556 30.442492195366),THE VILLAS APARTMENTS
1440 STILT ST,BATON ROUGE,70807,,POINT (-91.179113052359 30.526669156449),1440 STILT STREET APARTMENT
2403 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.186809295902 30.388606381342),SUMMER GROVE APARTMENTS 2
